,,,,,,,,"Baseline Assessment Tool for HIV Prevention, PMTCT, HIV/TB & MNCH Service Transition _ DoS TWGs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Integration of HIV Prevention, HIV/TB,  PMTCT  & MNCH Services and EMR Use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cross Cutting Areas,,,
Section 1: Facility Profile,,,,,,,,Section 2a: Integration of HIV/TB Services,,,,,"Section 2b: Integration of Other Services - PMTCT in MCNH & HIV Prevention in OPD, IPD & MCNH",,,,,,,Section 2c: EMR Integration,,,,,,,,,,,,,,,,,,,,Section 3: HRH Transition (Workforce Absorption),,,,,,,,,,,,Section 4: PLHIV &  PBFW Enrollment into SHA,,,,,,Section 5: County Led Technical Assistance / Mentorship,,,Section 6: Financing and Sustainability,,,Section 7: Mortality outcomes (Sustainability of quality of care),,,,,,Section 10a: Simplification of Donor Reporting,,,
Mwaluvanga Dispensary,11685,Stawisha Pwani,Kwale,Matuga ,Level I,Yes,Yes,Yes,OPD,17,2,17,No,No,No,No,No,No,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,17,8,2, -   ,No,No,1, -   ,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Mwaluphamba Dispensary,11684,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,298,5,298,No,Yes,No,Yes,Yes,No,No,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Yes,Yes,EMR Not Available,,No,Yes,4,1,1,,,2, -   , -   , -   , -   , -   , -   ,150,30,3,2,Yes,Yes,4,2,Yes,Yes,No,No, -   , -   , -   , -   , -   , -   ,,,,
Mwachinga Dispensary,11682,Stawisha Pwani,Kwale,Kinango ,Level II,Yes,Yes,Yes,OPD,24, -   ,24,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,Yes,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7, -   , -   , -   ,Yes,No,3,1,Yes,Yes,No,No, -   , -   , -   , -   , -   , -   ,,,,
Mwabila Dispensary,11681,Stawisha Pwani,Kwale,Samburu ,Level II,Yes,Yes,Yes,OPD,38, -   ,38,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,20, -   , -   , -   ,Yes,No,6,6,Yes,Yes,Yes,No, -   , -   , -   , -   , -   , -   ,,,,
Muhaka Dispensary,11676,Stawisha Pwani,Kwale,Msambweni ,Level II,Yes,Yes,Yes,OPD,42,6,42,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No,2,1, - ,1, - , - , -   , - , - , - , - , - ,30, - ,3, - ,Yes,Yes,7,3,Yes,Yes,No,No, -   , - , - , - , -   , -   ,,,,
Mtaa Dispensary,11662,Stawisha Pwani,Kwale,Kinango ,Level II,Yes,Yes,Yes,OPD,18,1,18,No,No,Not Applicable,Yes,No,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,17, -   ,1, -   ,Yes,Yes,3,1,Yes,Yes,No,No,1,1, -   , -   , -   , -   ,,,,
Msulwa Dispensary,11658,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,37,2,37,No,Yes,No,No,No,No,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,9, -   ,1, -   ,Yes,Yes,1, -   ,,Yes,Yes,Yes, -   , -   , -   , -   , -   , -   ,,,,
Msambweni County Referral Hospital,11655,Stawisha Pwani,Kwale,Msambweni ,Level IV,Yes,Yes,Yes,Chronic Care Center,982,50,982,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Yes,Yes,4,1,1, - ,2, - , -   , - , - , - , - , - ,467,,43,,Yes,Yes,11,5,Yes,Yes,Yes,Yes,189,2, - , - ,3,82,,,,
Mrima (Catholic) Dispensary,11651,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,102,9,102,Yes,Yes,Not Applicable,Yes,No,Not Applicable,No,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes, -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,No,No,2,1,Yes,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Mnyenzeni Health Centre,11638,Stawisha Pwani,Kwale,Kinango ,Level III,Yes,Yes,Yes,OPD,121,12,121,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,Yes,Yes,EMR Not Available,,No,Yes,2, -   , -   ,1,1,, -   , -   , -   , -   , -   , -   ,58, -   ,7,,Yes,Yes,5,5,Yes,Yes,No,No,1, -   , -   , -   , -   ,1,,,,
Mkundi Dispensary,11630,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,16, -   ,16,Not Applicable,Yes,Not Applicable,No,Yes,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,Yes,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5,1, -   , -   ,No,No,1, -   ,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Mkongani Health Centre,11629,Stawisha Pwani,Kwale,Matuga ,Level III,Yes,Yes,No,,324,33, -   ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,Yes,EMR Not Available,,No,Yes,6,1,1,1,3,, -   , -   , -   , -   , -   , -   ,120,40,15,4,Yes,No,4,3,Yes,Yes,No,No,14,1, -   , -   ,2,11,,,,
Mkang'ombe Dispensary,11627,Stawisha Pwani,Kwale,Kinango ,Level II,Yes,Yes,Yes,OPD,53, -   ,53,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Yes,Yes,EMR Not Available,,No,Yes,1, -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   ,29, -   , -   , -   ,Yes,Yes,2,1,No,Yes,No,Yes, -   , -   , -   , -   , -   , -   ,,,,
Mivumoni (Catholic) Dispensary,11624,Stawisha Pwani,Kwale,Msambweni ,Level II,Yes,Yes,Yes,OPD,75,2,75,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes, -   , - , - , - , - , - , -   , - , - , - , - , - ,65, - ,1, - ,Yes,Yes,3,1,No,Yes,No,No, -   , - , - , - , -   , -   ,,,,
Mbuwani Dispensary,11593,Stawisha Pwani,Kwale,Msambweni ,Level II,Yes,Yes,Yes,OPD,42, -   ,42,Not Applicable,Yes,Not Applicable,No,Yes,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , - , - , - , - , - , -   , - , - , - , - , - ,40, - , -   , - ,Yes,No,5,2,Yes,Yes,No,No, -   , - , - , - , -   , -   ,,,,
Mbuguni Dispensary,11590,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,26, -   ,26,Not Applicable,Yes,No,Yes,Yes,No,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,24, -   , -   ,,Yes,Yes,1,1,Yes,Yes,Yes,Yes, -   , -   , -   , -   , -   , -   ,,,,
Mazumalume Dispensary,11587,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,22,2,22,No,No,No,No,No,No,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,20,5, -   , -   ,Yes,No,1, -   ,,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Mazeras Health centre,11585,Stawisha Pwani,Kwale,Kinango ,Level III,Yes,Yes,Yes,OPD,349,6,349,Yes,No,Not Applicable,No,Yes,Not Applicable,No,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,Yes,EMR Not Available,,No,Yes,4,1,1, -   ,2, -   , -   , -   , -   , -   , -   , -   ,120, -   ,4, -   ,Yes,No,5,1,Yes,Yes,No,No, -   , -   , -   , -   , -   , -   ,,,,
Matuga Dispensary,11581,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,55,9,55,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,No,EMR Not Available,,No,Yes,1, -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   ,22, -   ,3, -   ,Yes,Yes,1,1,Yes,Yes,Yes,Yes, -   , -   , -   , -   , -   , -   ,,,,
Mamba Dispensary,11558,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,41, -   ,41,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No,3,1, - ,1,1, - , -   , - , - , - , - , - ,15,, - , - ,Yes,No,6,3,Yes,No,Not Applicable,No, -   , - , - , - , -   , -   ,,,,
Makamini Dispensary,11545,Stawisha Pwani,Kwale,Samburu ,Level II,Yes,Yes,Yes,OPD,47, -   ,47,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No,1, -   , -   , -   ,1,, -   , -   , -   , -   , -   , -   ,10, -   , -   ,,Yes,No,5,4,No,Yes,Yes,Yes, -   , -   , -   , -   , -   , -   ,,,,
Majoreni Dispensary,11544,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,28, -   ,28,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,No,No,1,1,Yes,Yes,No,Yes, -   , -   , -   , -   , -   , -   ,,,,
Majimoto Dispensary,11543,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,13, -   ,13,Not Applicable,Yes,Not Applicable,Yes,No,Not Applicable,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No,1,1, - , - , - , - , -   , - , - , - , - , - ,11,, - ,,Yes,No,4,2,Yes,Yes,No,No,1,1, - , - , -   , -   ,,,,
Magodzoni Dispensary,11537,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,84,2,84,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,72, -   , -   , -   ,Yes,No,1, -   ,,Yes,Yes,No, -   , -   , -   , -   , -   , -   ,,,,
Mafisini Dispensary,11536,Stawisha Pwani,Kwale,Msambweni ,Level II,Yes,Yes,Yes,OPD,17, -   ,17,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No,2,1, - ,1, - , - , -   , - , - , - , - , - , - , - , - , - ,No,No,5,2,Yes,Yes,No,No, -   , - , - , - , -   , -   ,,,,
Mackinon Road Dispensary,11531,Stawisha Pwani,Kwale,Samburu ,Level II,Yes,Yes,Yes,OPD,215,19,215,Yes,No,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Yes,Yes,EMR Not Available,,No,Yes,3,,2, -   ,1,, -   , -   , -   , -   , -   , -   ,112,,,,Yes,No,8,5,Yes,Yes,No,No, -   , -   , -   , -   , -   , -   ,,,,
Lutsangani Dispensary,11527,Stawisha Pwani,Kwale,Kinango ,Level II,Yes,Yes,Yes,OPD,100,7,100,Yes,No,Not Applicable,No,No,Not Applicable,No,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,Yes,Yes,EMR Not Available,,No,Yes,2, -   ,1, - ,1, -   , -   , -   , -   , -   , -   , -   ,4, -   , -   , -   ,Yes,Yes,6,2,Yes,Yes,No,No, -   , -   , -   , -   , -   , -   ,,,,
Lungalunga Sub County Hospital,11526,Stawisha Pwani,Kwale,Lunga Lunga ,Level IV,Yes,Yes,Yes,Chronic Care Center,604,31,604,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,Yes,Taifa Care Powered by Kenya EMR,,Yes,Yes,7,2,1,1,3, -   , -   , -   , -   , -   , -   , -   ,204,,,,Yes,Yes,1, -   ,,Yes,Yes,Yes,26, -   , -   , -   , -   ,26,,,,
Lukore Dispensary,11525,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,98,4,98,No,No,No,No,No,No,No,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes,3,1,1,1, -   , -   , -   , -   , -   , -   , -   , -   ,70,10,2, -   ,Yes,Yes,1, -   ,,No,Not Applicable,No,1, -   , -   , -   , -   ,1,,,,
Kwale Sub County Hospital,11507,Stawisha Pwani,Kwale,Matuga ,Level III,Yes,Yes,Yes,OPD,615,36,615,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,Yes,Taifa Care Powered by Kenya EMR,,Yes,Yes,7,1,2,1,3,, -   , -   , -   , -   , -   , -   ,199,50,12,6,Yes,Yes,6,3,Yes,Yes,No,No,29,2, -   , -   ,1,8,,,,
Kizibe Dispensary,11495,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,185,8,185,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes,2,,,,2,, -   , -   , -   , -   , -   , -   ,80,20,5,2,Yes,Yes,2,1,Yes,Yes,No,No, -   , -   , -   , -   , -   , -   ,,,,
Kinango Sub County Hospital,11480,Stawisha Pwani,Kwale,Kinango ,Level IV,Yes,Yes,Yes,Chronic Care Center,851,46,851,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Yes,Yes,Taifa Care Powered by Kenya EMR,,No,Yes,5,1,1,1,2, -   , -   , -   , -   , -   , -   , -   ,309, -   ,7, -   ,Yes,Yes,2, -   ,,Yes,No,Yes,36,2, -   , -   , -   ,34,,,,
Kinagoni Dispensary,11479,Stawisha Pwani,Kwale,Samburu ,Level II,Yes,Yes,Yes,OPD,16, -   ,16,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2,,,,Yes,Yes,2,1,No,Yes,Yes,Yes, -   , -   , -   , -   , -   , -   ,,,,
Kilimangodo Dispensary,11476,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,117,8,117,No,No,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes,2, - , - ,1,1, - , -   , - , - , - , - , - ,47, -   ,5, -   ,Yes,No,5,2,Yes,Yes,Yes,No,2,2, - , - , - , -   ,,,,
Kilibasi Dispensary,11473,Stawisha Pwani,Kwale,Samburu ,Level II,Yes,Yes,Yes,OPD,81,3,81,Yes,No,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes,1, -   , -   , -   ,1,, -   , -   , -   , -   , -   , -   ,17,,,,Yes,No,8,7,Yes,Yes,No,No, -   , -   , -   , -   , -   , -   ,,,,
Kikoneni Health Centre,11472,Stawisha Pwani,Kwale,Lunga Lunga ,Level III,Yes,Yes,Yes,OPD,526,38,526,No,No,Not Applicable,No,No,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Yes,Yes,EMR Not Available,,No,Yes,8,1,1,1,5, - , -   , - , - , - , - , - ,223,,12,,Yes,Yes,9,5,Yes,Yes,Yes,Yes,7,2, - ,1, - ,4,,,,
Kibuyuni Dispensary,11466,Stawisha Pwani,Kwale,Matuga ,Level II,Yes,Yes,Yes,OPD,16,1,16,No,No,Not Applicable,No,No,No,No,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4,2, -   , -   ,No,No,2,1,Yes,No,Not Applicable,No, -   , -   , -   , -   , -   , -   ,,,,
Kibandaongo Dispensary,11464,Stawisha Pwani,Kwale,Kinango ,Level II,Yes,Yes,Yes,OPD,38, -   ,38,Not Applicable,No,Not Applicable,No,Yes,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,Yes,EMR Not Available,,Not Applicable,No,1, -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   ,32, -   , -   , -   ,Yes,No,3,1,Yes,Yes,No,No, -   , -   , -   , -   , -   , -   ,,,,
Kafuduni Dispensary,11448,Stawisha Pwani,Kwale,Samburu ,Level II,Yes,Yes,Yes,OPD,79,6,79,Yes,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Yes,Yes,EMR Not Available,,No,Yes, -   , -   , -   , -   , -   ,, -   , -   , -   , -   , -   , -   ,12,,,,Yes,No,3,3,Yes,Yes,Yes,No, -   , -   , -   , -   , -   , -   ,,,,
Godo Dispensary,11400,Stawisha Pwani,Kwale,Lunga Lunga ,Level II,Yes,Yes,Yes,OPD,155,10,155,No,Yes,Not Applicable,No,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes,2, -   ,1, -   ,1, -   , -   , -   , -   , -   , -   , -   ,15, -   , -   , -   ,Yes,No,5,3,Yes,Yes,No,No, -   , -   , -   , -   , -   , -   ,,,,
Eshu Dispensary,11368,Stawisha Pwani,Kwale,Msambweni ,Level II,Yes,Yes,Yes,OPD,69,5,69,Yes,Yes,Not Applicable,No,No,Not Applicable,Yes,Yes,No,Taifa Care Powered by Kenya EMR,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,Yes,No,EMR Not Available,,No,Yes,1,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,No,No,1, -   ,,Yes,Yes,Yes, -   , -   , -   , -   , -   , -   ,,,,
Diani Health Centre,11304,Stawisha Pwani,Kwale,Msambweni ,Level III,Yes,Yes,No,,"1,145",75, -   ,No,No,Not Applicable,No,No,Not Applicable,No,Yes,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by Kenya EMR,,Yes,No,Taifa Care Powered by Kenya EMR,,Yes,Yes,4,1,1,1,1,, -   , - , - , - , - , - ,437, - ,62, - ,Yes,Yes,13,5,Yes,Yes,Yes,Yes,3,2, - , - , -   ,1,,,,
Bofu Dispensary,11253,Stawisha Pwani,Kwale,Kinango ,Level II,Yes,Yes,Yes,OPD,26, -   ,26,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,No,No,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,EMR Not Available,,No,No,EMR Not Available,,Not Applicable,No, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,25, -   , -   , -   ,Yes,No,2, -   ,No,Yes,No,No, -   , -   , -   , -   , -   , -   ,,,,
Coast General Teaching and Referal Hospital-Utange Fied Hospital,31561,Stawisha Pwani,Mombasa ,Kisauni,Level IV,Yes,Yes,Yes,OPD,12, -   ,12,Not Applicable,Yes,Yes,No,No,No,Yes,Yes,No,Taifa Care Powered by TIBERBU,,Taifa Care Powered by TIBERBU,,Taifa Care Powered by TIBERBU,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by TIBERBU,,No,No,Taifa Care Powered by TIBERBU,,No,Yes, -   , -   , -   , -   , -   , -   , - , -   , -   , -   , -   , -   , -   , -   , -   , -   ,No,No,3,1,Yes,Yes,Yes,Yes,1, -   , -   , -   , -   , -   ,,,,
Vikobani Dispensary,29655,Stawisha Pwani,Mombasa ,Jomvu,Level II,Yes,Yes,Yes,OPD,4, -   ,4,Not Applicable,Yes,Not Applicable,No,No,Not Applicable,No,Yes,No,Taifa Care Powered by TIBERBU,,EMR Not Available,,Taifa Care Powered by TIBERBU,,EMR Not Available,,EMR Not Available,,Taifa Care Powered by TIBERBU,,Yes,Yes,Taifa Care Powered by TIBERBU,,No,No, -   , -   , -   , -   , -   , -   , - , -   , -   , -   , -   , -   , -   , -   , -   , -   ,Yes,No,2,1,Yes,Yes,Yes,Yes, -   , -   , -   , -   , -   , -   ,,,,
Kisauni MAT Clinic,28293,Stawisha Pwani,Mombasa ,Nyali,Level II,Yes,Yes,Yes,OPD,22, -   ,22,Not Applicable,Yes,Not Applicable,Yes,Yes,Not Applicable,Yes,Yes,No,Taifa Care Powered by TIBERBU,,EMR Not Available,,Taifa Care Powered by TIBERBU,,Taifa Care Powered by Kenya EMR,,EMR Not Available,,Taifa Care Powered by TIBERBU,,No,No,Taifa Care Powered by TIBERBU,,No,Yes,2,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,No,No,3,1,Yes,Yes,Yes,No, -   , -   , -   , -   , -   , -   ,,,,
Coast General Teaching and Referral Hospital Vikwatani Outreach Centre,25221,Stawisha Pwani,Mombasa ,Kisauni,Level IV,Yes,Yes,No,,146,7, -   ,Yes,Yes,Yes,Yes,No,Not Applicable,No,Yes,No,Taifa Care Powered by TIBERBU,,Taifa Care Powered by TIBERBU,,Taifa Care Powered by TIBERBU,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by Kenya EMR,,Taifa Care Powered by TIBERBU,,Yes,Yes,Taifa Care Powered by TIBERBU,,No,Yes,2, -   ,1, -   ,1, -   , - , -   , -   , -   , -   , -   ,127,2,21,1,Yes,No,2,1,Yes,Yes,Yes,Yes,1,1, -   , -   , -   , -   ,,,,
